timestep,reward
3678717,-0.054
3683048,-0.022
3687481,-0.082
3692595,0.0
3697207,-0.004
3701953,-0.012
3706209,-0.024
3710293,-0.012
3714575,-0.006
3719209,-0.026
3723388,-0.014
3728521,-0.06
3732581,-0.044
3737512,-0.028
3742722,0.034
3746871,-0.058
3751081,-0.03
3755774,-0.058
3759986,0.03
3764447,-0.01
3769146,0.008
3773345,-0.024
3777934,-0.042
3782480,0.004
3787114,-0.044
3791423,-0.032
3795839,-0.044
3800388,-0.046
3805169,-0.02
3810038,-0.06
3814692,-0.01
3819436,-0.046
3824203,-0.008
3829053,-0.02
3833330,0.038
3837898,0.0
3842833,-0.012
3846831,-0.056
3851544,-0.038
3855741,-0.056
3860350,0.036
3864771,-0.006
3869981,-0.018
3874668,-0.024
3879132,-0.018
3883584,-0.012
3888200,-0.044
3892789,-0.088
3897844,-0.014
3902449,-0.054
3906701,-0.036
3911555,-0.01
3915809,-0.076
3920102,-0.03
3924333,-0.044
3928890,-0.012
3933622,-0.022
3937555,0.016
3941618,-0.044
3946385,-0.068
3951284,-0.08
3956326,-0.044
3961411,0.002
3966528,-0.016
3971082,0.03
3976222,-0.038
3981171,-0.052
3985736,0.026
3991142,-0.05
3995548,0.0
4000592,0.006
4005905,-0.052
4010348,0.012
4014926,-0.002
4019862,0.046
4024798,-0.044
4029641,-0.024
4034479,-0.028
4039023,-0.096
4043401,0.02
4048010,-0.008
4053207,0.054
4057794,-0.058
4063152,0.004
4067716,-0.014
4072032,-0.064
4076809,-0.054
4081063,-0.022
4086012,-0.02
4090387,-0.034
4095318,0.004
4099751,-0.036
4104398,-0.038
4108959,-0.04
4113626,-0.01
4118616,-0.042
4123112,-0.052
4127166,-0.062
4131538,-0.052
4135862,-0.052
4140384,0.044
4144243,-0.058
4148986,-0.018
4153743,-0.038
4158734,-0.03
4163250,-0.038
4167718,0.038
4172309,-0.058
4177430,0.05
4181375,0.008
4185600,-0.07
4190043,-0.026
4194049,0.01
4198181,-0.026
4202652,-0.026
4207418,0.016
