timestep,reward
201882,1.2933
202239,1.31835
202562,1.3961
202927,1.2532
203244,1.3654
203592,1.204
203981,1.2852
204328,1.33935
204676,1.3452
205010,1.3266
205352,1.34895
205711,1.3437
206033,1.2733
206380,1.20295
206695,1.30235
207036,1.31945
207375,1.281
207704,1.26175
208075,1.38665
208446,1.28275
208801,1.303
209139,1.2643
209497,1.3783
209888,1.33725
210245,1.25045
210604,1.32405
210945,1.194
211324,1.31675
211687,1.21295
212035,1.3973
212406,1.3178
212702,1.32345
213058,1.29835
213420,1.41675
213764,1.2257
214146,1.3674
214485,1.334
214801,1.31305
215186,1.3373
215568,1.3263
215919,1.2821
216252,1.2461
216575,1.1834
216926,1.2149
217242,1.2871
217591,1.20155
217956,1.3953
218288,1.33185
218608,1.20985
218952,1.29405
219304,1.2398
219674,1.26115
220016,1.3371
220358,1.17165
220701,1.28755
221052,1.3048
221386,1.28555
221741,1.24815
222115,1.186
222492,1.20205
222860,1.246
223179,1.34415
223539,1.38635
223893,1.27365
224218,1.3478
224581,1.31855
224943,1.1942
225268,1.12065
225590,1.27315
225953,1.31625
226287,1.381
226646,1.36745
226985,1.3655
227333,1.28355
227674,1.3465
228015,1.43725
228368,1.39335
228724,1.2348
229062,1.29975
229412,1.35135
229747,1.22685
230091,1.34725
230473,1.37855
230826,1.33605
231180,1.28055
231517,1.25925
231879,1.3737
232206,1.3483
232568,1.3559
232916,1.307
233252,1.3428
233583,1.2625
233945,1.3923
234263,1.3782
234638,1.2547
235000,1.28625
235362,1.3136
235704,1.3274
236032,1.2961
236402,1.3635
236721,1.26225
237048,1.32705
237378,1.3631
237738,1.37765
238060,1.36265
238394,1.3805
238753,1.2867
239097,1.27145
239440,1.3733
239790,1.2883
240134,1.2934
240445,1.2292
240801,1.3376
241137,1.33705
241507,1.31985
241815,1.32305
242143,1.21155
242533,1.3448
242885,1.36725
243218,1.4053
243591,1.3614
243964,1.3802
244302,1.2493
244651,1.378
245033,1.35755
245404,1.3825
245758,1.32265
246091,1.3476
246427,1.3864
246793,1.29975
247145,1.3146
247522,1.3477
247865,1.29295
248191,1.19455
248544,1.25665
248921,1.38315
249272,1.26675
249596,1.3768
249960,1.3622
250312,1.32535
250652,1.32855
251003,1.3741
251318,1.361
251635,1.19325
251971,1.2234
252309,1.2978
252644,1.21575
253008,1.17205
253331,1.2673
253657,1.2964
254000,1.2832
254358,1.20445
254706,1.23825
255051,1.3212
255422,1.3181
255765,1.3269
256125,1.3195
256490,1.26115
256837,1.3531
257189,1.28225
257510,1.3165
257853,1.19645
258222,1.29085
258562,1.2863
258910,1.25295
259264,1.23495
259607,1.375
259964,1.31405
260289,1.23395
260637,1.2895
260991,1.2416
261303,1.3687
261622,1.3905
261943,1.27
262276,1.2765
262608,1.31705
262943,1.30195
263271,1.32485
263610,1.3222
263940,1.39555
264280,1.29395
264602,1.3129
264959,1.3532
265284,1.25965
265620,1.20585
265968,1.3121
266259,1.2615
266629,1.3124
266960,1.2949
267326,1.3169
267685,1.2822
268061,1.34635
268385,1.248
268741,1.2794
269065,1.32535
269454,1.3069
269797,1.3048
270183,1.28165
270516,1.2485
270878,1.23885
271229,1.26345
271570,1.29275
271920,1.13205
272249,1.18075
272613,1.22545
273000,1.2358
273367,1.27125
273723,1.25345
274067,1.2609
274404,1.28925
274745,1.2595
275132,1.2508
275488,1.2232
275825,1.1801
276130,1.1918
276474,1.1932
276808,1.351
277188,1.3587
277522,1.2384
277888,1.20585
278233,1.38365
278570,1.3434
278945,1.3161
279282,1.1744
279623,1.22285
279979,1.2056
280310,1.36295
280644,1.3937
280964,1.2778
281295,1.2317
281642,1.27165
282008,1.2958
282343,1.3395
282700,1.20465
283050,1.28125
283383,1.15025
283741,1.16355
284104,1.32535
284466,1.24615
284837,1.25035
285166,1.19385
285536,1.3295
285870,1.24245
286227,1.2509
286575,1.3264
286914,1.3121
287273,1.33355
287602,1.23485
287968,1.2384
288286,1.3372
288651,1.33275
289017,1.37905
289386,1.3676
289744,1.3464
290086,1.309
290432,1.2983
290794,1.378
291139,1.2333
291521,1.32915
291904,1.22295
292232,1.34395
292594,1.3421
292930,1.34305
293288,1.34255
293610,1.3293
293931,1.2414
294276,1.31445
294625,1.22815
294974,1.25145
295326,1.3687
295674,1.3485
296004,1.2786
296359,1.31345
296725,1.32185
297066,1.32235
297441,1.34325
297815,1.27265
298166,1.35795
298483,1.35775
298808,1.3017
299143,1.31235
299528,1.32965
299902,1.32345
300274,1.36075
300594,1.32475
300926,1.2708
301280,1.3366
301635,1.39535
301980,1.32135
302320,1.27415
302682,1.3387
303064,1.31305
303420,1.2677
303740,1.2731
304108,1.2539
304467,1.2531
304812,1.2939
305151,1.2291
305477,1.25405
305850,1.3561
306213,1.2569
306566,1.2862
306916,1.2921
307235,1.26215
307593,1.412
307912,1.30075
308242,1.42855
308608,1.3539
308950,1.37345
309310,1.2889
309682,1.27925
310011,1.33305
310367,1.36195
310712,1.3531
311042,1.3896
311380,1.33595
311713,1.3557
312043,1.3747
312388,1.4357
312718,1.3315
313026,1.3467
313380,1.42855
313728,1.26315
314058,1.2594
314413,1.3078
314727,1.3647
315085,1.32885
315444,1.3072
315832,1.3211
316190,1.3189
316573,1.36
316943,1.39585
317283,1.37475
317627,1.37085
317962,1.3678
318275,1.43005
318620,1.3603
318991,1.4133
319341,1.2507
319675,1.3208
320024,1.34845
320357,1.43385
320686,1.3855
321052,1.389
321418,1.4104
321745,1.4274
322093,1.25845
322424,1.35665
322768,1.3258
323101,1.37625
323438,1.36485
323770,1.3605
324107,1.40335
324411,1.3979
324737,1.2995
325083,1.1686
325393,1.2451
325768,1.39015
326101,1.34985
326455,1.3611
326818,1.29005
327168,1.3587
327509,1.3267
327844,1.2401
328216,1.22695
328551,1.35845
328918,1.30825
329258,1.3092
329592,1.3588
329943,1.3301
330295,1.325
330636,1.39345
330987,1.35885
331309,1.3413
331642,1.429
332007,1.35655
332364,1.24115
332706,1.3319
333061,1.3501
333403,1.2718
333764,1.31165
334112,1.3923
334451,1.394
334816,1.27005
335159,1.364
335538,1.38375
335942,1.34995
336282,1.37475
336642,1.36165
336993,1.31775
337362,1.337
337698,1.3025
338055,1.33395
338403,1.4207
338745,1.37345
339093,1.34845
339443,1.31535
339789,1.4006
340160,1.37805
340516,1.4116
340860,1.39275
341236,1.37995
